text,rating,label
got tablet deal good quality video watch,4,2
product fine would definitely recommended friend,5,2
good great price,5,2
bought young granddaughter easy use control content learning colors alphabet help tablet lots free content easy connect home wifi great battery life,5,2
good deal,5,2
like,5,2
purchased tablets kurio kids far best apps need adult great adults kids read books great visuals bad thing like old kindle fire microusb portion gets loose,4,2
second fire wanted larger size make ebooks easier read pleased size clarity tablet easy take along tote perfect wanted,5,2
good deal,5,2
tablet inexpensive lightweight performs good expensive ones,5,2
easy use nice sides easy read also easy load,5,2
best deal town,5,2
definitely feel got moneys worth purchase,5,2
good batteries far,5,2
wanting bigger screen trying get use different applications far seems easy,4,2
cant better for60 concerns battery life could bit better cheap plastic feel great light browsing kindle reading though,4,2
great buy,5,2
last long stick kirkland duracell usually change mouse battery year since started using every month disappointing,3,1
teenager loves read purchased great purchase,5,2
decent camera clarity screen fast downloads,5,2
great review product cant wait use nice packaging quick delivery glad get items,5,2
replacement wifes original ipad broken kindle paperwhite loves basically everything previous devices one unit easy use good battery life nice screen resolution good size great value especially compared ipad,5,2
great,5,2
tablet great deal surfing net watching movie using music channels affordable way stay touch also use ebooks school,4,2
theres much difference regular kindle wait till goes sale,3,1
like price havent long enough rate long last,5,2
ive bought used different design new design comes longer life love especially price definitely last long name brands,5,2
gave grandkids ages 3 4 9 christmas loved,5,2
ok,5,2
awesome tablet kids great parental controls,5,2
tablet best kids switching kids adult awesome works perfect lots lots apps kids,5,2
love tabletkindle access email facebook play simple games shop online read books,5,2
two oldest 10 almost 8 love tablets love freetime subscription amazon,5,2
great package,5,2
user friendly easy interfacing ability,4,2
good find store fraction price,5,2
average long lasting,4,2
love everything tablets havent put done since purchasing,4,2
use hd8 personal entertainment system,4,2
easy use gift 86 year old mom loves read needed bigger screen enjoy abilities tablet,5,2
couldnt happier light easy use price unbelievable,5,2
nice looking picture distance clock cheaply madethe actual clock mechanism stopped working twice doesnt work,2,0
excellent product powerful batteries,5,2
purchased fire tablet temporarily replace ipad lg tablet destroyed 7yearold wont put downhe play favorite games read kindle books watch youtube videos long wifi access holding well good price,5,2
bought young son warranty required credit card stored account turn parental controls blocks features like alexa ridiculous setup ever,1,0
bought kindle gift mother could access facebook account easily loves ease using 3 kindle tablets home used daily mother uses email light gaming watching netflix well satisfied,5,2
great value price easy navigate good picture quality bought watch netflix browse internet read books kindle watch youtube,4,2
terrific deal batteries last long normal brand batteries insanely low price would recommend anyone,5,2
